length_url,length_hostname,ip,nb_dots,nb_slash,http_in_path,google_index,page_rank,Label
48,14,0,3,3,0,0,6,0
28,19,0,2,3,0,0,3,0
37,28,0,2,3,0,0,2,0
24,15,0,2,3,0,0,3,0
27,15,0,2,4,0,0,3,0
372,17,1,5,6,1,1,0,1
22,13,0,2,3,0,0,2,0
39,24,0,2,4,0,1,1,1
40,13,0,3,3,0,0,5,0
35,13,0,3,3,0,1,1,0
42,27,0,2,4,0,1,3,0
69,15,0,2,7,0,1,2,1
47,39,0,2,3,0,0,5,0
50,18,0,1,4,0,0,4,0
22,14,0,2,3,0,0,5,0
32,19,0,2,3,0,0,8,0
105,32,1,3,6,0,1,2,1
38,31,0,2,2,0,1,1,1
319,16,1,4,6,1,1,7,1
142,29,0,3,3,0,1,3,1
24,15,0,2,3,0,0,4,0
91,11,1,2,6,0,1,0,1
18,9,0,1,3,0,0,2,0
28,20,0,2,3,0,0,1,1
73,41,0,4,6,0,1,5,1
53,16,0,2,4,0,0,7,0
43,16,0,2,5,0,0,3,0
37,10,0,2,5,0,1,4,1
72,17,1,2,5,0,0,7,0
66,26,0,2,3,0,0,1,0
30,23,0,2,2,0,1,5,1
20,11,0,2,3,0,0,6,0
59,17,0,2,4,0,0,6,0
153,15,1,2,9,0,1,0,1
32,23,0,2,3,0,0,3,0
41,12,0,3,4,0,1,2,1
50,20,0,3,5,0,0,6,0
37,11,0,2,4,0,0,5,0
19,10,0,1,3,0,0,4,0
92,36,0,2,5,0,1,2,1
117,38,1,2,6,0,1,0,1
47,32,0,3,3,0,0,5,0
52,23,1,3,4,0,1,3,1
109,28,0,7,7,0,1,3,1
33,16,0,2,4,0,0,10,0
43,15,0,2,4,0,0,10,0
85,18,1,4,4,0,1,0,1
44,12,0,3,4,0,1,0,1
75,23,0,4,9,0,1,3,1
50,16,0,2,4,0,0,7,0
62,13,0,2,3,0,0,3,0
30,22,0,2,3,0,0,1,0
128,50,1,4,5,0,1,0,1
45,14,0,3,5,0,1,5,0
29,22,0,2,2,0,1,5,1
261,212,0,13,6,0,1,4,1
22,9,0,2,3,0,0,6,0
24,16,0,2,3,0,0,3,0
77,27,1,3,4,0,0,0,1
188,13,1,4,3,0,0,0,1
21,13,0,1,3,0,0,2,1
162,15,1,6,4,0,1,3,1
115,22,0,3,5,0,1,1,0
25,17,0,2,3,0,0,2,0
74,20,0,2,4,0,1,2,0
31,14,0,3,3,0,1,2,1
52,18,0,2,4,0,0,8,0
40,22,0,2,3,0,0,5,0
59,29,0,3,5,0,1,0,1
57,28,0,3,4,0,1,0,1
37,28,0,2,3,0,0,8,0
25,13,0,1,4,0,0,6,0
77,8,0,2,9,0,1,1,1
47,11,0,2,6,0,1,0,1
25,16,0,2,3,0,0,5,0
34,25,0,2,3,0,0,3,0
44,27,0,2,5,0,1,0,1
25,10,0,1,3,0,1,7,1
127,50,1,4,4,0,1,0,1
38,16,0,2,4,0,1,10,0
79,51,0,5,4,0,1,2,1
19,10,0,2,3,0,0,3,0
82,16,0,2,6,0,1,10,1
40,17,0,1,3,0,0,2,1
40,10,0,1,3,0,1,7,1
30,21,0,2,3,0,0,2,0
25,16,0,2,3,0,0,2,0
36,14,0,1,4,0,0,3,0
26,14,0,1,3,0,1,0,1
38,30,0,3,3,0,1,1,1
210,11,1,2,5,0,1,0,1
32,24,0,2,3,0,1,2,1
126,50,1,4,5,0,1,0,1
96,14,1,3,9,0,1,0,1
30,22,0,2,3,0,0,5,0
25,18,0,2,2,0,0,7,0
27,18,0,2,3,0,0,4,0
82,12,0,1,7,0,0,6,0
50,19,0,1,5,0,1,4,1
92,17,1,1,5,0,0,8,0
77,23,1,1,5,0,1,2,1
42,14,0,3,5,0,1,3,0
38,12,0,1,4,0,1,0,1
26,19,0,2,2,0,1,5,1
180,12,1,6,6,0,1,1,1
97,11,1,1,3,0,0,1,1
17,10,0,1,2,0,0,2,0
35,26,0,2,3,0,0,3,1
72,16,0,2,6,0,0,5,0
27,18,0,3,3,0,0,5,0
16,5,0,1,3,0,1,3,1
63,10,0,2,7,0,1,2,1
83,11,1,1,3,0,0,7,0
41,16,0,1,4,0,1,0,1
31,22,0,1,3,0,0,2,0
42,16,0,3,3,0,0,3,0
52,15,0,3,5,0,0,5,0
52,15,0,3,3,0,1,5,0
76,23,0,3,3,0,0,6,0
29,21,0,2,3,0,0,4,0
53,40,0,4,3,0,1,5,1
83,14,0,4,3,1,1,8,0
26,17,0,2,3,0,0,4,0
208,24,1,6,7,0,1,3,1
74,12,0,3,6,0,1,2,1
35,13,0,1,4,0,0,5,0
54,15,0,2,7,0,1,0,1
27,19,0,3,3,0,0,3,0
56,39,0,5,3,0,1,5,1
38,18,0,2,3,0,0,2,1
57,16,0,2,5,0,1,10,1
50,18,0,2,5,0,1,0,1
51,15,0,1,5,0,1,4,1
22,13,0,2,3,0,1,1,1
45,25,0,2,4,0,0,5,0
24,16,0,2,3,0,0,3,0
53,19,0,3,6,0,1,3,1
98,27,0,4,4,0,1,0,1
69,15,0,2,7,0,0,6,0
629,20,0,2,4,0,1,0,1
87,16,0,2,6,0,0,5,0
41,15,0,2,4,0,0,10,0
104,17,0,3,10,0,1,3,1
23,14,0,2,3,0,0,3,0
25,6,0,1,3,0,1,4,1
127,50,1,4,4,0,1,0,1
128,50,1,4,5,0,1,0,1
54,19,0,3,4,0,0,2,0
35,28,0,2,2,0,0,4,0
72,14,0,3,5,0,0,4,0
24,16,0,1,3,0,0,3,1
21,13,0,1,3,0,0,1,1
43,14,0,3,5,0,0,3,0
53,25,0,3,4,0,1,2,0
27,19,0,2,3,0,0,4,0
61,18,0,2,4,0,1,6,0
59,16,0,2,4,0,1,7,0
113,15,1,2,7,0,1,10,1
29,21,0,2,3,0,1,0,1
69,17,0,1,6,0,1,0,1
15,6,0,1,3,0,0,3,0
20,12,0,2,3,0,0,4,0
31,22,0,3,3,0,0,2,0
58,14,0,3,4,0,0,4,0
69,21,0,3,5,0,0,5,0
28,19,0,3,3,0,0,4,0
43,15,0,2,3,0,0,10,0
24,17,0,2,2,0,0,2,0
89,17,0,3,6,0,1,4,0
32,17,0,2,4,0,0,5,0
152,28,1,5,3,0,1,5,1
27,18,0,2,3,0,0,2,0
28,21,0,2,2,0,1,6,1
76,50,1,4,4,0,1,0,1
89,15,0,2,7,0,0,4,0
18,11,0,1,2,0,0,2,0
56,20,0,3,3,0,0,3,0
25,11,0,1,3,0,0,10,0
38,17,0,2,4,0,0,5,0
34,18,0,2,5,0,1,1,1
30,23,0,2,2,0,1,5,1
21,13,0,2,3,0,0,0,0
43,14,0,3,5,0,1,3,0
76,14,1,2,4,0,1,1,1
118,42,1,4,5,0,1,0,1
32,20,0,2,4,0,1,2,1
60,26,0,3,4,0,1,5,0
27,19,0,2,3,0,0,3,0
94,20,0,3,4,0,1,2,1
30,19,1,1,4,0,1,0,1
73,13,0,1,4,0,0,5,0
59,18,0,2,5,0,0,5,0
52,24,0,3,3,0,0,5,0
40,12,0,1,4,0,1,3,0
18,11,0,1,2,0,0,4,0
34,12,0,3,5,0,1,0,1
47,39,0,4,3,0,1,5,1
50,28,0,2,4,0,0,5,0
52,17,0,3,4,0,0,7,0
57,22,0,3,5,0,1,2,1
52,27,0,5,5,0,1,0,1
41,17,0,2,4,0,0,7,0
90,17,0,2,4,0,1,6,0
41,34,0,2,2,0,1,5,1
219,12,1,3,6,0,1,0,1
66,25,1,1,6,0,1,0,1
33,11,0,2,4,0,1,0,1
60,19,0,3,4,0,1,5,0
26,18,0,2,3,0,0,5,0
43,15,0,2,3,0,0,10,0
25,16,0,2,3,0,0,3,0
46,15,0,2,4,0,0,10,0
23,16,0,2,2,0,0,2,0
46,27,0,3,3,0,1,2,0
56,25,0,3,4,0,0,0,0
43,12,0,2,4,0,0,8,0
67,23,0,3,6,0,1,2,1
31,22,0,2,3,0,0,4,0
66,20,0,3,5,0,0,6,0
61,17,0,1,4,0,0,5,0
83,21,0,7,4,0,0,5,0
39,23,0,1,4,0,1,0,1
42,17,0,3,4,0,0,5,0
29,20,0,2,3,0,0,2,0
113,15,0,2,7,0,1,10,1
61,18,0,3,5,0,0,5,0
78,50,1,4,5,0,1,0,1
28,19,0,2,3,0,1,2,1
43,34,0,2,3,0,0,8,0
26,17,0,2,3,0,0,1,0
53,18,0,2,4,0,0,5,0
55,30,0,2,5,0,1,2,1
69,13,1,3,6,0,1,0,1
113,22,1,2,4,0,1,6,0
32,24,0,2,3,0,0,5,0
72,12,0,2,8,0,0,4,0
77,17,1,2,4,0,0,5,0
37,22,0,3,3,0,1,2,1
99,23,0,3,4,0,0,0,1
46,14,0,1,5,0,0,6,0
31,23,0,2,3,0,1,1,1
27,19,0,2,3,0,0,2,0
101,17,0,5,4,0,1,0,1
100,18,1,3,8,0,1,0,1
76,23,0,2,6,0,1,5,0
196,13,1,4,3,0,0,0,1
20,11,0,2,3,0,0,3,0
26,19,0,1,2,0,1,0,1
34,27,0,2,2,0,1,6,1
42,33,0,2,3,0,1,5,1
74,28,0,4,5,0,0,8,0
43,15,0,2,3,0,0,10,0
68,42,1,4,4,0,1,0,1
45,37,1,5,3,0,1,1,1
50,15,0,2,3,0,0,6,0
28,10,1,3,4,0,1,0,1
50,16,0,2,4,0,0,7,0
126,50,1,4,4,0,1,0,1
59,27,0,3,5,0,1,1,1
34,26,0,2,2,0,1,2,1
41,17,0,2,4,0,0,5,0
118,42,1,4,4,0,1,0,1
32,11,0,1,5,0,1,0,1
26,17,0,3,3,0,0,4,0
25,18,0,2,2,0,0,1,0
76,22,0,2,4,0,0,1,0
103,6,1,4,3,1,0,9,1
24,17,0,2,2,0,0,3,0
26,17,0,2,3,0,0,3,0
93,13,0,5,7,0,1,0,1
86,17,0,4,9,0,1,4,1
97,17,0,2,9,0,1,3,1
57,22,0,3,3,0,0,2,0
45,9,0,2,5,0,1,0,1
45,24,0,2,4,0,1,0,1
24,16,0,2,3,0,0,4,0
34,18,0,2,4,0,1,5,0
53,20,0,3,4,0,0,4,0
34,26,0,2,3,0,0,2,0
75,20,0,2,4,0,0,4,0
50,12,0,2,5,0,0,5,0
42,25,0,2,3,0,1,6,1
56,9,0,3,6,0,1,0,1
70,14,0,3,3,0,0,6,0
64,16,1,2,6,0,1,8,0
84,17,0,2,5,0,0,6,0
33,24,0,2,3,0,0,4,0
547,25,1,5,5,1,1,4,0
54,46,0,4,3,0,1,5,1
74,19,0,2,4,0,1,4,0
28,20,0,2,3,0,0,2,0
59,27,0,3,4,0,0,1,1
40,21,0,3,3,0,0,1,0
31,22,0,3,3,0,1,5,0
250,47,1,6,4,0,1,1,1
158,15,1,4,3,0,1,2,1
42,17,0,2,5,0,1,0,1
126,50,1,4,4,0,1,0,1
56,18,0,2,4,0,0,5,0
70,16,0,2,6,0,1,10,1
43,16,0,2,4,0,0,7,0
39,21,0,2,4,0,0,2,0
30,21,0,2,3,0,1,5,1
61,16,0,2,5,0,0,7,0
58,16,0,3,3,0,0,5,0
131,54,1,5,5,0,1,0,1
53,20,0,3,4,0,1,0,1
102,13,1,3,11,0,1,4,1
101,18,1,2,3,0,0,0,1
132,17,1,2,3,0,0,5,1
52,22,0,2,3,0,1,5,0
121,30,1,5,5,0,1,0,1
45,25,0,3,3,0,1,2,1
31,24,0,2,2,0,1,5,1
52,14,0,2,3,0,1,3,1
16,8,0,1,2,0,0,0,1
25,16,0,2,3,0,0,3,0
115,42,1,4,4,0,1,0,1
35,23,0,2,4,0,0,3,0
111,17,0,3,9,0,1,3,1
33,14,0,1,5,0,1,0,1
105,21,1,4,6,0,1,0,1
26,18,0,2,3,0,0,3,0
51,42,0,6,3,0,0,4,1
62,34,0,3,3,0,0,3,0
54,19,0,3,3,0,0,4,0
55,16,0,3,5,0,0,5,0
53,15,0,3,3,0,1,0,0
79,14,1,1,4,0,1,7,0
23,14,0,3,3,0,0,2,0
118,42,1,4,4,0,1,0,1
46,16,0,2,4,0,0,7,0
64,18,0,2,9,0,1,1,1
32,24,0,2,3,0,0,2,0
40,11,0,1,5,0,1,3,1
22,15,0,2,2,0,1,0,1
82,12,0,1,8,0,1,0,1
36,27,0,2,3,0,0,5,0
47,39,0,4,3,0,0,5,1
26,17,0,2,3,0,0,4,0
66,35,0,5,4,0,1,5,1
107,17,0,5,4,0,1,0,1
64,10,0,1,9,0,1,1,1
80,18,0,3,6,0,1,0,1
38,15,0,3,3,0,1,0,1
22,15,0,1,2,0,0,1,0
60,20,0,3,7,0,1,3,1
34,25,0,2,3,0,0,8,0
33,19,0,2,4,0,0,5,0
35,27,0,2,3,0,1,0,1
69,14,0,2,4,0,0,4,0
29,21,0,2,3,0,0,4,0
126,50,1,4,4,0,1,0,1
26,18,0,3,3,0,0,3,0
114,29,0,2,9,0,1,4,1
40,16,0,2,4,0,0,7,0
45,9,0,2,5,0,1,0,1
100,28,0,2,4,0,1,5,0
141,29,0,2,7,0,1,4,1
73,14,1,1,4,0,1,3,1
121,57,1,2,4,0,1,0,1
28,19,0,2,3,0,0,3,0
62,14,0,3,3,0,0,6,0
59,20,0,3,6,0,0,4,0
48,17,0,3,3,0,0,5,0
58,25,0,2,4,0,0,4,0
22,13,0,2,3,0,1,1,1
54,16,0,3,5,0,1,0,1
40,12,0,1,4,0,0,3,0
54,12,0,2,4,0,0,8,0
126,50,1,4,4,0,1,0,1
130,54,1,5,4,0,1,0,1
30,21,0,2,3,0,0,3,1
53,15,0,2,7,0,1,0,1
56,21,0,2,4,0,1,0,1
61,21,0,4,4,0,0,5,0
126,61,1,3,3,0,1,0,1
69,21,0,1,7,0,1,0,1
50,13,0,3,5,0,0,4,0
45,24,0,3,5,0,1,0,1
289,33,1,3,9,0,1,4,1
45,16,0,2,3,0,1,0,1
23,15,0,2,3,0,0,0,0
50,42,1,3,3,0,0,1,1
464,14,1,9,12,0,1,0,1
31,22,0,2,3,0,1,5,0
106,29,1,2,5,0,1,0,1
84,11,0,1,3,0,1,8,1
68,42,1,4,4,0,1,0,1
33,24,0,2,3,0,1,2,1
39,19,0,2,3,0,0,5,0
19,12,0,1,2,0,0,2,0
54,18,0,3,7,0,1,0,1
35,20,0,2,3,0,1,4,0
46,21,0,2,4,0,0,5,0
67,18,0,2,6,0,1,7,0
57,28,0,2,5,0,1,0,1
45,23,0,2,4,0,0,5,0
29,19,1,1,3,0,1,0,1
29,20,0,3,3,0,0,3,0
59,21,0,3,3,0,0,5,0
30,22,0,2,2,0,1,4,1
21,14,0,2,2,0,0,2,0
40,32,0,2,3,0,1,3,1
41,20,0,1,5,0,1,0,1
107,21,0,4,9,0,1,3,1
62,44,0,7,3,0,1,1,1
34,16,0,2,4,0,0,7,0
28,19,0,2,3,0,0,2,0
32,23,0,2,3,0,0,2,0
27,18,0,3,3,0,0,4,0
41,24,0,4,3,0,1,5,1
40,17,0,2,4,0,0,5,0
55,36,0,5,3,0,1,0,1
35,22,0,2,3,0,1,0,1
28,20,0,2,3,0,0,4,0
79,29,1,3,6,0,1,4,0
58,22,0,3,4,0,0,5,0
152,18,1,4,3,1,1,0,1
26,17,0,2,3,0,0,3,0
57,20,0,3,5,0,1,1,1
45,28,0,4,3,0,1,0,1
63,12,0,2,6,0,0,5,0
65,31,0,3,6,0,1,2,1
30,21,0,3,3,0,0,0,1
33,22,0,2,3,0,0,5,0
35,11,0,1,3,0,0,10,0
32,23,0,2,3,0,0,2,0
79,13,0,2,6,0,1,3,1
46,17,0,3,5,0,0,5,0
34,17,0,2,3,0,1,0,1
55,17,0,2,6,0,0,5,0
35,28,0,2,2,0,1,5,1
35,27,0,3,3,0,0,2,0
70,35,0,2,4,0,1,0,1
67,40,1,5,4,0,1,0,1
84,24,0,2,3,0,1,0,1
91,19,0,2,4,0,0,7,0
52,29,0,2,4,0,1,0,1
85,18,1,4,4,0,1,0,1
59,21,0,2,6,0,0,4,0
57,7,0,1,4,0,1,7,1
128,54,1,5,4,0,1,0,1
43,7,0,1,5,0,1,3,1
29,20,0,2,3,0,0,2,0
156,15,1,4,7,0,1,0,1
61,16,0,3,7,0,1,6,0
36,29,0,2,2,0,1,5,1
128,50,1,4,5,0,1,0,1
64,19,0,4,7,0,1,6,0
38,19,0,1,4,0,0,5,0
61,12,1,1,6,0,1,0,1
49,20,0,2,5,0,0,6,0
67,18,0,1,6,0,1,0,1
40,31,0,2,3,0,0,4,0
125,50,1,4,4,0,1,0,1
22,13,0,2,3,0,0,2,0
117,19,0,3,3,0,0,8,0
133,23,0,2,13,0,1,1,1
133,27,0,2,12,0,0,0,1
39,14,1,4,3,0,1,0,1
50,15,0,2,5,0,1,5,0
114,37,0,4,10,0,1,0,1
29,22,0,2,2,0,1,5,1
63,19,0,3,7,0,0,4,0
76,14,0,2,11,0,1,0,1
31,22,0,2,3,0,0,2,0
30,22,0,2,2,0,1,5,1
36,13,0,1,4,0,0,5,0
91,21,0,4,7,0,1,3,1
67,18,0,3,6,0,1,2,1
40,32,0,2,3,0,0,5,0
43,18,0,2,5,0,0,2,0
81,19,1,2,7,0,1,1,1
121,24,1,2,3,0,0,4,1
17,9,0,1,3,0,0,5,0
22,14,0,1,3,0,0,0,1
66,12,0,4,6,0,1,1,1
39,15,0,3,4,0,1,4,1
24,15,0,2,3,0,0,3,0
56,15,0,3,5,0,1,2,1
35,14,0,1,5,0,1,0,1
86,37,0,2,4,0,1,5,0
26,11,0,1,3,0,1,0,1
57,21,0,3,6,0,1,0,1
25,13,0,2,4,0,0,5,0
21,14,0,2,2,0,0,2,0
34,25,0,2,3,0,0,3,0
155,14,1,4,3,0,1,0,1
46,18,0,1,4,0,0,4,0
23,15,0,2,3,0,0,1,0
52,17,0,2,6,0,0,6,0
76,16,0,2,9,0,1,2,1
79,60,1,4,3,0,1,5,1
49,14,0,3,6,0,1,3,0
58,10,0,2,5,0,0,3,1
54,9,0,4,5,0,1,0,1
127,61,1,3,3,0,1,0,1
58,18,0,2,4,0,1,1,1
52,44,0,2,3,0,1,2,1
24,15,0,2,3,0,0,3,0
81,20,0,2,5,0,1,2,0
177,21,1,7,5,0,1,1,1
21,6,0,1,3,0,0,9,1
49,36,0,2,3,0,1,5,1
52,17,0,3,5,0,0,6,0
23,12,0,1,4,0,1,2,1
35,27,0,2,3,0,0,5,0
82,34,0,2,4,0,1,5,0
63,33,0,5,4,0,1,5,1
91,14,1,3,9,0,1,0,1
49,20,0,2,4,0,0,2,0
23,14,0,2,3,0,0,2,0
41,16,0,1,5,0,1,0,1
19,8,0,1,4,0,1,0,1
49,12,0,2,6,0,1,7,0
25,9,1,1,3,0,1,4,1
113,15,0,2,7,0,1,10,1
92,22,0,2,6,0,0,5,0
35,22,0,2,3,0,1,8,0
45,16,0,2,4,0,0,7,0
69,23,0,4,7,0,0,5,0
41,21,0,1,3,0,0,3,0
126,50,1,4,4,0,1,0,1
52,19,0,3,6,0,1,0,1
41,32,0,2,3,0,0,5,0
37,16,0,2,5,0,1,2,1
47,12,0,2,4,0,0,8,0
26,10,0,2,3,0,0,4,0
45,36,0,3,3,0,1,0,1
58,15,0,2,4,0,1,6,0
18,9,0,2,3,0,0,5,0
97,15,0,2,6,0,0,6,0
43,16,0,2,4,0,0,7,0
109,17,0,3,10,0,1,3,1
25,9,0,1,5,0,1,1,1
51,17,0,3,3,0,0,4,0
21,13,0,2,3,0,1,1,1
66,20,0,2,4,0,0,4,0
64,27,0,3,4,0,0,0,0
26,17,0,2,3,0,0,2,0
31,22,0,2,3,0,0,5,0
68,18,0,2,5,0,0,6,0
108,45,0,2,3,0,1,5,0
263,15,1,6,3,1,0,10,1
40,16,0,2,3,0,1,5,0
100,21,0,3,9,0,1,3,1
25,16,0,2,3,0,0,4,0
34,21,0,3,3,0,1,0,1
19,11,0,2,3,0,0,3,0
49,16,0,2,4,0,0,7,0
48,24,0,3,3,0,0,5,0
113,15,0,2,7,0,1,10,1
29,20,0,2,3,0,0,2,0
96,16,0,2,8,0,1,0,1
44,24,0,3,3,0,1,6,1
26,19,0,2,2,0,0,2,0
35,24,0,2,4,0,1,0,1
33,10,0,2,4,0,1,2,1
65,16,0,2,8,0,1,1,1
57,14,1,3,6,0,1,0,1
23,16,0,1,2,0,0,2,0
35,26,0,2,3,0,0,3,0
20,13,0,2,2,0,1,2,1
56,21,0,3,3,0,0,5,0
101,21,0,3,8,0,0,5,0
156,15,1,4,7,0,1,0,1
49,16,0,3,3,0,0,5,0
35,16,0,2,3,0,1,1,1
56,15,0,3,5,0,0,5,0
46,22,0,1,5,0,1,0,1
44,10,0,1,4,0,0,9,0
103,13,1,2,7,0,1,5,1
24,15,0,2,3,0,0,2,0
31,22,0,3,3,0,0,4,0
39,32,0,4,2,0,1,0,1
32,16,0,2,3,0,0,4,0
22,14,0,2,3,0,1,4,1
35,13,0,3,4,0,0,4,0
169,10,0,3,8,0,1,3,1
46,19,0,2,4,0,1,2,1
74,16,0,3,6,1,0,3,1
159,13,0,4,8,0,1,5,0
73,40,0,5,3,0,1,5,1
68,38,0,2,4,0,0,5,0
73,29,0,4,5,0,1,0,1
42,34,0,4,3,0,1,1,1
44,36,0,2,2,0,0,4,0
123,17,0,3,9,0,1,4,0
41,18,0,2,4,0,1,10,0
47,20,0,1,4,0,1,0,1
77,23,1,1,5,0,1,2,1
37,19,0,3,3,0,1,3,1
76,17,0,1,6,0,0,5,0
50,20,0,3,5,0,0,6,0
43,12,0,3,5,0,1,2,1
31,8,0,1,4,0,1,1,1
31,23,0,2,3,0,0,3,0
51,19,0,2,4,0,0,6,0
62,29,1,5,3,0,1,5,1
20,11,0,2,3,0,0,3,0
128,50,1,4,5,0,1,0,1
62,10,1,1,5,0,1,0,1
35,26,0,2,3,0,0,2,0
37,16,0,2,3,0,1,1,1
47,15,0,4,4,0,1,0,1
53,16,0,3,4,0,0,5,0
72,14,0,4,8,0,0,5,0
126,31,1,3,6,0,1,0,1
73,15,0,3,5,0,0,5,0
50,16,0,2,4,0,1,0,1
22,15,0,1,2,0,0,2,0
63,16,1,2,7,0,0,7,0
71,15,0,3,5,0,0,10,0
87,21,1,3,8,0,1,6,0
52,18,0,2,7,0,1,2,1
42,23,0,2,3,0,0,3,1
21,13,0,3,3,0,0,2,0
38,18,0,1,4,0,1,0,1
125,50,1,4,5,0,1,0,1
126,50,1,4,4,0,1,0,1
48,29,0,3,3,0,0,4,0
52,35,0,3,3,0,1,2,1
62,27,0,3,5,0,1,0,1
79,23,0,2,7,0,0,3,0
61,15,0,2,3,0,0,6,0
118,42,1,4,4,0,1,0,1
58,14,0,3,4,0,1,5,0
38,24,0,2,4,0,1,2,1
52,16,0,3,5,0,0,5,0
38,30,0,5,3,0,1,2,1
52,16,0,3,3,0,0,5,0
49,11,0,2,3,0,1,2,0
47,15,0,2,4,0,1,6,0
43,12,0,4,4,0,1,0,1
75,16,0,1,6,0,1,4,0
611,21,0,4,3,0,1,0,1
25,16,0,2,3,0,0,2,0
28,19,0,2,3,0,0,4,0
72,16,0,3,7,0,1,0,1
50,17,0,3,4,0,1,0,1
67,17,0,3,5,0,0,7,0
29,21,0,2,3,0,0,3,0
75,16,0,2,5,0,0,4,0
42,14,0,2,4,0,0,0,1
88,22,1,4,10,0,1,0,1
40,31,0,2,3,0,0,7,0
48,16,0,2,4,0,0,7,0
41,18,0,2,4,0,1,3,1
232,13,1,4,7,0,1,1,1
42,14,0,3,5,0,0,3,0
115,42,1,4,4,0,1,0,1
40,27,0,3,3,0,1,0,1
32,24,0,2,3,0,1,1,1
38,13,0,3,4,0,1,0,1
127,50,1,4,4,0,1,0,1
39,18,0,2,4,0,0,2,1
55,19,0,2,6,0,1,7,0
105,28,0,2,7,0,0,5,0
129,6,1,4,3,1,0,9,1
46,17,0,3,5,0,1,2,1
98,22,0,7,8,1,1,6,1
38,17,0,2,3,0,1,0,0
89,15,0,4,7,0,1,1,1
72,31,0,3,5,0,0,4,1
124,46,1,5,5,0,1,0,1
46,37,0,2,3,0,1,8,1
30,23,0,1,2,0,1,0,1
127,50,1,4,5,0,1,0,1
34,25,0,2,3,0,1,2,1
45,16,0,2,5,0,0,10,1
25,17,0,3,3,0,0,3,0
20,12,0,2,3,0,0,0,1
25,12,0,2,3,0,0,5,0
40,25,0,2,3,0,0,6,0
84,9,0,1,4,0,0,4,0
70,14,0,2,4,0,0,5,0
32,16,0,1,4,0,1,0,1
33,24,0,2,3,0,0,2,1
133,18,1,4,7,0,0,5,0
16,9,0,1,2,0,0,3,0
29,22,0,2,2,0,0,3,0
22,7,0,1,3,0,1,5,1
84,21,0,2,5,0,0,7,0
41,10,0,1,7,0,1,0,1
44,18,0,2,4,0,0,4,0
99,15,0,2,7,0,1,10,1
219,12,1,3,6,0,1,0,1
24,15,0,2,3,0,0,2,0
48,18,0,1,3,0,0,2,1
21,13,0,2,3,0,0,3,0
51,21,0,1,5,0,0,4,0
39,16,0,2,3,0,0,10,0
42,16,0,2,5,0,1,10,1
31,12,0,2,4,0,1,0,1
76,50,1,4,4,0,1,0,1
123,46,1,5,4,0,1,0,1
46,17,0,2,5,0,1,7,0
42,14,0,3,5,0,0,3,0
68,37,0,5,4,0,1,5,1
23,14,0,2,3,0,0,2,0
20,12,0,2,2,0,0,5,0
29,15,0,1,4,0,1,0,1
20,11,0,2,3,0,0,5,0
80,28,0,3,5,0,0,5,0
66,19,0,3,6,0,1,0,1
42,9,0,2,4,0,0,5,0
85,26,0,4,10,0,1,1,1
48,15,0,3,6,0,1,3,1
46,8,0,2,6,0,1,2,1
82,16,0,2,6,0,1,10,1
66,28,0,2,4,0,1,5,0
24,17,0,1,2,0,0,2,0
47,18,0,3,4,0,1,7,0
63,21,0,2,5,0,0,7,0
58,25,0,5,5,0,1,2,1
104,28,1,4,6,0,1,2,1
24,15,0,2,3,0,0,5,0
30,16,0,2,4,0,1,0,1
84,32,0,2,5,0,0,3,0
46,14,0,3,4,0,1,5,0
32,17,0,1,3,0,1,0,1
48,41,0,4,2,0,1,0,1
70,36,0,2,4,0,0,5,0
104,31,0,2,7,0,1,8,0
32,23,0,2,3,0,0,5,0
92,16,0,2,6,0,1,6,0
57,25,0,3,6,0,1,0,1
89,15,1,2,5,0,1,8,0
28,20,0,2,3,0,0,3,0
45,19,0,1,7,0,1,0,1
52,21,0,1,3,0,0,3,0
206,12,1,4,5,0,1,0,1
96,14,1,2,8,0,1,0,1
69,11,0,1,4,0,0,5,0
32,14,0,2,4,0,1,7,0
48,18,0,3,4,0,1,7,0
60,23,0,3,3,0,0,4,0
111,19,1,3,3,0,0,8,0
59,20,0,3,3,0,0,5,0
118,12,0,3,7,0,0,4,0
37,18,0,2,4,0,1,6,0
59,17,0,3,4,0,1,5,0
26,18,0,2,3,0,0,2,0
73,15,0,3,4,0,0,5,0
49,31,1,2,5,0,1,5,1
69,19,0,3,3,0,0,5,0
37,25,0,2,3,0,1,6,1
129,54,1,5,5,0,1,0,1
128,18,0,7,16,0,1,4,1
25,16,0,2,3,0,0,2,0
33,24,0,2,3,0,0,4,0
71,26,0,2,4,0,0,3,0
109,7,0,1,5,0,0,5,0
71,18,0,4,7,0,1,5,0
67,18,0,3,5,0,1,2,0
58,49,1,2,3,0,1,5,1
60,22,0,3,4,0,1,2,0
86,28,0,3,5,0,1,4,1
159,40,1,6,9,0,1,0,1
96,14,1,2,8,0,1,0,1
24,16,0,2,3,0,0,4,0
110,23,1,3,8,0,1,0,1
28,21,0,2,2,0,1,5,1
89,24,0,4,12,0,1,2,1
55,47,1,4,3,0,1,5,1
67,18,0,3,8,0,1,3,1
26,13,0,2,3,0,1,4,1
42,25,0,3,3,0,1,0,1
31,18,0,2,4,0,0,2,0
53,24,0,3,3,0,0,7,0
75,16,0,2,6,0,1,0,1
43,22,0,2,3,0,0,5,0
35,18,0,3,3,0,1,0,1
43,15,0,2,3,0,0,10,0
